id,song_title,artists,year
595801,believer,dj muggs,2003
74130,holiday spirit,the db's,0
49826,hana aluna lullabye,kenny loggins,0
680581,i'm gonna getcha good,jonas brothers,2009
325910,love scene,tony bennett,1997
61556,pimeyden jousi,two witches,0
138183,intro (ep version),covette,0
769494,need a friend,mighty joe young,0
873573,if i ever leave this world alive,flogging molly,1997
920629,temple dragons,desert dwellers,0
806559,if we crawl,the beautiful south,2000
280394,that's where the joy comes from (he holds the keys album version),steve green,0
551451,of the earth [black hawk down - original motion picture soundtrack],hans zimmer,0
654191,can't let go,anthony hamilton,2005
111064,we got to go,jimmy dawkins,0
383359,kor,khold,2008
711149,faded red,uphill battle,2005
597026,six guns,milk 'n' cookies,0
179794,public assistance,agnostic front,1986
239958,nrrrd grrrl,mc chris,2008
263834,the word of god,true believers,0
864396,hey mama (wild tchoupitoulas),the wild tchoupitoulas,0
433880,kin folks,lee morgan sextet,1957
381008,toot toot,lord cut-glass,2009
69711,blizzard (instrumental),nicolay & kay,2009
84443,la maroma,la camorra,0
156890,castles,sandi thom,2006
698495,my funny valentine (lp version),cyrus chestnut,0
625780,waystation 1976,happy apple,1998
126861,down the pub,evil conduct,2002
801597,el trenecito,los pumas del norte,0
176061,josefa la canadiense,los traileros del norte,0
354652,why should i mind,the tom robinson band,1979
700049,le tiro a la buena,yumurì,0
887666,lovelee dae,blaze,0
215457,hollywood squares (album version),bootsy collins,1994
299120,rainman,husalah,0
301037,me enamore de teresa,aniceto molina,0
361945,not great men,gang of four,1979
107115,la fiesta de blas,formula v,2005
28189,you got the silver,susan tedeschi,2005
433168,mojama,marea,2000
527230,sullivan's john,sweeney's men,1991
13204,de oude dame (1),youp van 't hek,2008
584783,les dances,tejedor,0
144069,oskorei,yggdrasil,0
469170,the reason,beth nielsen chapman,0
663774,be nice to people (original mix),optikatechniqua,0
656602,woman,george pallikaris,2001
801734,one more day,diamond rio,2001
585998,apples on the floor,fred thomas,0
545668,a mi la calle,rafael amor_ rafael amor,0
529003,washington square,jan a.p. kaczmarek,1997
866148,one (re-mastered),die krupps,0
719618,glavom kroz zid,svadbas,2005
815237,cravo e canela,flora purim,2001
127202,the road i'm on,3 doors down,2002
106723,think i'm gonna feel better,gene clark,1967
365183,princess poo-poo-ly has plenty papaya,the four preps,0
211640,last wish,stinking lizaveta,2004
568872,closer (feat. consequence & paula campbell) [radio],statik selektah,0
89890,slumlord,dysrhythmia,2001
15131,fight the fire,primal fear,2000
581358,matsushita,otomo yoshihide,1993
372214,bring the house down,delegation,2002
772004,ufos,the undisputed truth,0
643511,tropical waste (single version),the emperor machine,0
385072,the gods of men,john ottman,2000
478490,you took me,screamin' jay hawkins,1998
627943,who is elvis brown?,noize suppressor,0
390942,under the covers,warren hill,2005
540985,cripples cry,tim buckley,0
217036,bye bye beautiful,nightwish,2007
644174,return of the matador,garland jeffreys,0
770357,infected mushroom,pattern j,0
520689,baby please come home,memphis slim / willie dixon,0
605585,pokolodie bill,stuart hamblen,0
502516,900 miles,dion,0
427351,hold on(virtual reality),pulp victim,0
722954,adamantido,adam proll,2007
761093,the only difference between martyrdom and suicide is press coverage (tommie sunshine brooklyn fire remix),panic! at the disco,2006
905146,theme from bladerunner,l'orchestra cinematique,0
620079,the poison,the all-american rejects,2010
886089,the boys are back in town,the nashville bluegrass band,0
448900,thornbury,ruck rover,2000
932603,if you really love me (feat rahsaan patterson),mikelyn roderick,0
401720,ray's idea,miles davis all stars,0
531640,tak musi byæ,zipera,0
884569,canto canto,natalia oreiro,2002
191546,da somba,george duke,1973
321036,let the music play,the love unlimited orchestra,0
178479,samba di somewhere,frank gambale,1989
526155,mori ezh,the bulgarian national folk ensemble,0
917271,berlin,so so modern,2010
534968,surrender (club mix),marcel krieg feat. erin perry,0
886349,everyday people,sly & the family stone;maroon 5,0
21260,lifelong passion,the fireman,2008
692332,inst,instruments of science & technology,0
466939,unveiling the secret (tapeworm remix),psyche,2006
8287,rainbow country (red gold and green version),bob marley & the wailers,2001
494213,lawman,motörhead,1979
827781,no sir no,pete seeger,0
502312,mi vida,segismundo toxicómano,2003
829525,1962 pacific nuclear tests,paul nazca,0
489845,jingle bells / it came upon a midnight clear (bonus track),henry kaiser,0
285794,tuoni tuo_ tuoni vie,viikate,2000
610927,moan,trentemøller,2006
586523,spirits [original],sebo k,0
124783,languages,eddie murphy,1983
810981,amanecer,josé mercé,0
828807,spoonful of sugar,matt mays,2006
487175,mouse tarp 0,pumpkin buzzard,0
207042,hey kids (digital album version),jet,2006
789913,böser engel - single edit,westernhagen,0
621863,ragz 2 da richez,the smugglaz,0
891476,ojitos color cafe,los humildes,0
758382,riot,nesli,2007
739901,building a building,red fox grey fox,0
584349,majick brother,daevid allen,0
957945,the wheels of love,the jet set,0
592746,pace,silicon scally,2005
465012,unaufhaltsam,spezializtz feat. samy deluxe,2007
771803,det stör,ohlson har semester production,2000
637318,schiff der toten,adorned brood,2008
620540,terribly easy,the checks,2007
548800,the truth is out,smalltown poets,2004
744288,whoo,bad wizard,0
898884,miracle,ocean lab,0
658030,sing a song,lonnie gordon,1993
518437,city life - it's been a honeymoon-can't take no mo' (movement 3),steve reich,0
650425,hold me my darling - original,jerry butler,0
258455,wie wär mein leben,christian lais,0
65108,the winners,ciro visone_ sara pollino,0
395098,wings of a lie,starship,1987
794624,tremendously scoland proven (feat. san quinn_ hell raiza x_ big crates_ big ben_ jb da original_ baldhead rick & equipto) (remix),proficy,0
113263,pop in _ pop out !,plastiscines,2007
917232,things are getting better,the high dials,2003
501816,handy,gerd dudenhöffer,0
23620,red f,dan deacon,2009
176985,the 13th floor,the urges,0
496438,renunciation suite iii,david s. ware quartet,0
90061,ain't gonna be the first to cry,greasy gravy,0
710000,no llores,aterciopelados,2008
841502,isleta / aquarello,roedelius,0
162491,new york giants (featuring m.o.p.),big punisher featuring m.o.p.,0
238467,i was wrong (bonus track),am,0
455543,roadmovie,bug,0
285488,spiritual journey (mothers milk edit),kumba mela experiment,2001
420114,the church bizarre,sabbat,1988
94877,paranoid,pete philly & perquisite,2005
466482,flight of the wax tadpole,jack endino,2005
276085,a.b.c. boogie,bill haley & the comets,0
745782,chanson d'amour (song of love),ray conniff,0
746339,vas a llorar,orquesta guayacan,2001
708649,por um pouco de paz (crime do desassossego),jay vaquer,0
361464,nevestinko horo,storsveit nix noltes,2009
812147,death machine,suicide,2002
187300,le tengo lástima,la húngara,0
725237,boulevard of broken dreams,esquivel,1958
312073,jam on it (accapella),newcleus,0
153632,the trojan hearse,steroid maximus,1992
639831,rockin' rollin' stone,andy starr,2000
84768,don't call home,ricky lynn gregg,0
310750,vertigem ( vertigo ),b5,0
363319,!@*$%#,fischerspooner,2002
227785,the right string - but the wrong yo yo,speckled red,0
602135,anybody's guess,tin tin out,1999
893795,honey your going too fast,barbecue bob,0
448514,little song,beulah,0
782050,geordie's gone to jail,toy dolls,1986
884714,the fool's fooling himself,scott matthews,2006
153573,na na na na,112 / spragga benz / lady saw / buccaneer / damian 'jr. gong' marley,2003
428470,stories (feat carleen anderson),full flava,0
371679,it can never be the same (album version),filter,2002
882674,short fuse,poison idea,1986
506996,act a fool,king tee,1988
636787,double trouble ( remastered '97 version ),the paul butterfield blues band,0
74589,after me,big shug,2007
848555,runaway train (album version),randy travis,1994
801241,sweet ghost,drew danburry,0
549826,fireball,tumor circus,1991
613933,beautiful lies,michael stanley band,0
266306,fresh food,pink satellite,0
720547,ressurection,souls,0
352661,(as long as i can) get you when i want you (2002 digital remaster),ike and tina turner,0
723021,hello dolly! (album version),eddie cano,0
217517,that's just me,billy currington,2003
163342,away in a manger / fiesta 05,ottmar liebert,0
223041,to you and me,victory at sea,2006
9196,caravan,duke ellington,1987
317840,dómarrom,gilbertos come bacon,0
161106,the father_ the son_ and the homosexual/single parent,dillinger four,2002
184655,1975,gene clark,1971
298034,waterfall,ray obiedo,0
464756,love potion no. 9,flash & the pain feat. don martin,0
223377,in the still of the night (i'll remember) (lp version),debbie gibson,0
832819,i believe,argy bargy,2008
534736,five little birds (album version),holly palmer,1996
785798,my madonna,two gallants,2004
66174,rise,pamela williams,2006
133648,simple human kindness,wigwam,0
591142,the runaway train,the teddybears,0
594091,imperial wizard,david essex,1979
48249,back against the wall,the groundhogs,1986
754751,el amante de fuego,mecano,0
695507,when the girl in your arms,michael english,0
145143,get wild,stanton warriors,0
676069,jazz it up (extended jazz),the erick morillo project,0
254337,remember the rain,roseanna vitro,0
48006,off minor,thelonious monk septet,0
701991,gabroo jattan de,jasbir jassi,1999
327712,hilo,antibalas,2007
16733,shine on (acoustic version from q101_ chicago),the kooks,0
407217,blue guitar,hubert sumlin,0
758571,gai soleil,alphawezen,2001
116352,look what the bats dragged in (album version),wednesday 13,0
328378,excuse my troubling you,they live by night,2008
661026,buenos muchachos,la mosca tse-tse,0
324799,spiegel,megavier,1994
928771,third ear raga (live at all frontiers - monfalcone_ 1989),third ear band,1990
266807,you better get it while you can,steve goodman,0
466273,ó há-de maria_ ó há-de tão bela,varios,0
461783,sailin' on the henry clay,nightlife,0
494300,my violent heart,nine inch nails,2007
128797,i will always return,ruby dee and the snakehandlers,0
433251,i ain't sofisticated,the ruts,1979
931422,shoot 'em down [live at wmbr-fm_ mit campus_ cambridge_ ma_ 1992],morphine,0
224359,two feet down with the world to go (album version),scalplock,0
545332,my island,the hollies,2003
8573,in style,david johansen,1979
525944,solitude,mind disruption,0
274689,looking back at you (live_ los angeles_ ca 1977-1979),kate wolf,0
59931,come on in (part 2),r.l. burnside,1998
51732,english suite no. 3 in g minor_  bwv 808/gavotte i,murray perahia,0
145378,let it burn,bad religion,2000
248514,vivimi - bergamo (live),laura pausini,2009
272189,i'm uncle sam (unreleased tribal mix),astralasia,0
65252,strong arm of the law (1997 digital remaster),saxon,0
151474,git with you(interlude),mr. lucci,0
484674,one shall stand one shall fall,knives exchanging hands,0
548102,closet freak,dj nasty,0
824465,return as a child,call me lightning,2007
795885,positive education,slam,1993
760696,princess patience blues (demo version),wendy james,0
701699,putting the brakes on time,ty herndon,1999
529455,up and down_ 1_ 2_ 3.....,melt banana,0
647210,i wanna,platters,0
647570,pecunia,pako and frederik,0
749220,got the glory,jason collett,0
461486,they,from ashes rise,2003
35275,signoya,momo wandel soumah,0
690424,feneste 'e mare,nuova compagnia di canto popolare,1995
278751,chimera,nite jewel,2009
344709,touch your woman,margie joseph,2008
846379,lullaby at pumpkin springs,paul winter,0
440723,the wind and rain,altan,2005
738126,it's all my imagination,lizzy mercier descloux,2006
867148,sun will follow you,ville lope,0
861133,o sole mio,mantovani,0
175999,i'll be leaving alone,charley pride,1977
343025,just a blip,ben watt,2007
825564,whiskey and wild women,dirtball,0
690070,zonder bagage.,ramses shaffy,1997
3356,sarah,mojave 3,1995
928541,if it don't kill me,monks of doom,1992
125512,edelma,percy faith,0
205687,between the lines,pink fairies,1977
346881,backwater blues,philip sayce group,0
376442,let me take the heartache (album version),clay walker,1995
585663,love sick,daddy freddy,0
353761,o.k.,big brovaz,2003
260989,wir wollten niemals auseinander gehen,markus,0
182506,all i know,k-mob,0
294748,round the corner (demo version),london elektricity,2006
183110,aqui no pasa nada,caifanes,0
244121,the mountains of navaho,scouting for girls,2007
903944,body snatcher,cattle decapitation,1999
187477,roller coaster,square one,0
694900,yggdrasil's downfall,tribe of circle,2001
845395,slide show,travis,0
95316,rue mazarine,les ogres de barback,2004
249240,west indian counting song,dan zanes feat. aggie decaul and courin gibbs,0
551091,noite demais,tiago bettencourt,2007
283061,my last goodbye,ted hawkins,1993
604853,efn4track,ashbrg,0
950820,don't say goodnight,maysa,0
395034,prayer meetin',jimmy smith,0
554315,to the line,randy newman,2003
536419,all out of love,air supply,1980
141107,du tust mir so gut,nastassya ney,0
794883,piano tune,bert jansch / john renbourn,1966
620321,algeria 7,roy montgomery,1998
884004,lesson in violence,hardcore superstar,2007
36469,looks aren't everything,sparks,2006
944959,queen of the night,paul avgerinos,0
583543,cyber bubba,michael johnathon,0
227882,la chupe y chupe,trio armonia huasteca,0
848634,che cosa resta,franco battiato,1999
207401,le concert,yann tiersen,2001
421725,miami,counting crows,2002
856532,things of beauty,electro hippies,2002
121329,world in your eyes,paul mclaney,2007
526319,mi corazon (inedito),fran perea,0
907987,4th of july (lp version),x,0
42027,harmony,the limeliters,1987
115267,la vraie musique de négres,roi heenok,0
298229,1406,mamonas assassinas,1995
535673,vayl ikh bin a yidele,brave old world,2007
36940,stuck on my mind,tinchy stryder / tinchy stryder,2009
861320,zmaj,indira radic,0
945617,el último ataque,rata blanca,1988
772465,war is over,ray j / brandy,2005
921349,b.o.w.,bow wow,0
27419,asheville turnaround,the del mccoury band,0
766581,dreaming up tomorrow,james,0
28749,love hungry man,julliet,0
668172,surf colorado,bowling for soup,2002
838680,3 days,the country,0
231780,hapless,thermo,0
371674,sweet polly plunkett (from 'sweeney todd'),julie andrews;scott frankel,0
250254,khaylila's song,sheila on 7,0
146380,i'm henry the 8th i am,pride of lions,2004
397664,without love (story of life album version),sierra,0
906728,nahsen aounek ya zerga,cheb hasni,0
417403,industrial love,in strict confidence,1998
833744,tô te dando mole,kelly key,2005
178897,tennessee (album version),grey area,0
724274,the game,end of fashion,2005
881482,outra estação,katia b,2005
212136,nobody,chanté moore,2000
82948,controversy,big b,2004
723773,krivo sadovsko horo,storsveit nix noltes,2009
780571,love is a matter of distance,will young,2003
253066,freak freak,earthling,1995
431090,dobd el,takats tamas blues band,0
329165,we say 'thank you,janet paschal,0
515511,mi mejor canción,binomio de oro,0
78562,air scratch battle,com.a,2002
915864,article 3,me'shell ndegeocello,2007
510874,tractatus logico-musica,the bobby mcgees,2009
132258,otra vez,los piratas,1993
23001,the big dipper,joe liggins / the honeydrippers,0
481728,the letter is found,edward shearmur,2010
611465,golden times,lost patrol band,2005
551741,closing the distance,christel alsos,2007
260276,opios ki an ise,peggy zina,0
581362,human behaviour (bassheads edit),björk,1993
223452,washington & lee swing,bob crosby's bobcats,0
553527,boomerang,jessy greene,2006
487821,freezing,miranda sex garden,1994
373527,all i need (undercover agency),andy caldwell,2001
337954,look at the city,u.s.e,0
27836,every word,ercola feat. daniella,0
859644,fever,billie jo spears,1992
710644,mid breathing,polmo polpo,2002
340692,livin 4 the day,ios,0
615885,all eyes,captain barkey,0
293832,skyscraper,the adjuster & the end,0
262255,so healthy,sportsguitar,1998
135219,more loving,christopher,0
101916,experience,electronicat,2003
632417,torture,josé galisteo,0
627121,amendment,flaw,1996
574388,rise and shine,lyrics born,2003
334007,skellatella,a poetic yesterday,2008
801851,occhiali rotti,samuele bersani,2006
626665,a house is not a home (club mix),viola wills,0
960812,restless world,robert tepper,0
80948,moby dick,dread zeppelin,1990
528879,part three_ from liverpool to outer space (i. further apart),argos,2009
306448,happy accident,vessels,2007
590924,i have a special camera!,innerstance.beatbox,0
139192,other side of day,bebo norman,2004
813544,letters in my desk (demo),joe public,0
604732,take a look around you,guts,2007
402868,the christmas queen,miss piggy,2008
217022,one eye on the future,procol harum,0
705252,overrated,mercury bullet,0
71554,i don't believe you baby (live),magic slim & the teardrops,0
737934,bottoms up,the contours,0
910619,walk in my shadow,free,0
750367,deep dawn resonance,zentriert ins antlitz,2005
455595,they call the wind maria,jim ed brown & the browns,0
840141,hathaway,the rum diary,0
377795,spijt,gordon,1993
751012,time and time again (24-bit digitally remastered 04),the smithereens,0
821949,the bland within,sick of it all,2000
738436,early morning moves (clean),the game,0
498016,debt collection,the deadly snakes,2005
536507,me and my old guitar,george hamilton iv,0
920136,fairweather&,grace gale,0
234676,belle de nuit,malavoi,0
38209,ann leaves station as storm starts,ivor slaney,0
97760,i wanna die,jolie holland,2003
93580,hallucination superstar,migraine,0
792254,pug nose,wayne shorter,2001
371265,view from my window,the tymes,0
199720,no i gra,budka suflera,2002
598071,disintegration,theatre of tragedy,2006
742352,ride on (regular speed) (bonus),trae,0
890612,the arctic,marquee moon,0
785979,the resurrection,marty haugen,0
259636,are we giants or matchstick men?,resonate,0
873072,hoosegow (bonus live track),smut peddlers,0
602449,¡ay! amigo,los cadetes de linares,0
688373,whore of the unlight,krisiun,2008
33575,stay in my corner,patti labelle,1994
867530,red moon,run level zero,2004
169546,like this (album version),brandy,2002
886700,cocaine in my brain,dave mccullen,2001
217179,left side bleeding,hermano,2007
403595,sur un casque / a helmet,erik satie,0
54198,silencios (lp version),ruben blades,0
810172,how i became a clown,tom chapin,0
27735,stopp!,jokke med tourettes,1999
87445,beaten broken etc,american dog,2008
429751,girl dem,sizzla,0
476497,quake (feat. dj platurn),headnodic,0
876630,gottes weh ist tiefer,sir charles groves/ royal liverpool ph,0
551875,mooste,lau nau,2008
274641,amsterdam,peter bjorn and john,2006
378623,lady alcohol,praga khan,1999
46336,concentratin',mildred bailey,0
197100,a touch of kindness,elliott murphy,2009
777580,past*present*future (feat. melanie fiona_ naledge of kidz in the hall),krs-one_ buckshot,2009
880663,the briar and the rose,tom waits,1993
415935,sharpshooter,whitford/st. holmes,1981
377775,hans und gabi,der plan,1988
632842,been,de mens,2004
899695,today_ tomorrow and forever,pete molinari featuring the jordanaires,0
393864,pravo plovdivsko horo,theodosii spassov,0
826196,que n'ai-je (itunes live session),keren ann,0
696577,frere jacques,larry groce/disneyland children's sing-along chorus,0
468974,scratch & sniff,béla fleck and the flecktones,2000
397080,(more) pawns (than) dons,lmno,0
835755,some kind of trouble,tanya tucker,1991
533370,till the day we meet again,declan galbraith,0
936839,the genius is back,dr. dre ft. mix master spade,0
481807,ghost with wisdom,marshmallow coast,2002
487386,new year's honours,another sunny day,1992
439120,where do you start,till brönner,1998
901819,passin dreams,verse & bc uk (maldini & vegas),0
691435,splackavellie,pressha,1998
407656,everybody dance,liberty x,0
65377,right here,miley cyrus,2007
582290,happy days and lonely nights/on a slow boat to china/nobody's sweetheart (medley),reginald dixon,0
815163,bootstraps,steel pulse,1994
947217,the work of the weavers,the clancy brothers & tommy makem,0
483611,jump all around (club mix),picco,0
672486,bethlehem castle,nikki sudden,1983
792034,voo doo,tigran oganezov,0
73280,blackpowder orchard,baroness,2009
833058,memory lane,ryan malcolm,0
320890,we are 138 (1995 digital remaster),the misfits,0
177904,demasiado corazon [too much heart],mink deville,1983
319536,get what you deserve,marsha raven,0
662398,snipe hunt,love battery,1998
687895,gigue,gunhild seim & time jungle,2010
706863,the irish ho-hoane,the baltimore consort,0
88190,themenläden (2000 marks-mix - sand8),die sterne,0
620269,sha la la - live,mano solo,0
37204,day ok,spiral beach,2007
43594,stone a pig,bongzilla,2002
824824,why do i still want you,andy griggs,2004
497419,i just came back from a war,darryl worley,0
503230,the burden of eternity,epicurean,2006
402713,how 'bout some coffee,macabre,2000
874970,something to fall back on,berkley hart,0
182220,setting forth,eddie vedder,2007
768536,infinitiv,2m jr.,0
27733,mr. love,mark medlock,2010
617001,mila mou,dakis,0
658596,follow me home,jamie o'neal,0
148173,liquid memoryman,the oscillation,2007
354764,temptation,the itals,1981
394618,doomed generation (album version),the autumn offering,2004
332320,inchan tree,scrubb,0
201461,you don't wanna (feat. malo_ cue & heavy),sinner,0
926957,move your body (stacccato club mix),stacccato,0
317512,phoenix - defcode club mix,decoded feedback,2002
546480,run ronald 'live,electro hippies,2002
905595,tuff stuff,chris vickery,0
934576,my proposal (october 9th_ 2002),ill seer,0
90703,silent nights,scott matthew,0
78423,walkin' the quetzal (album version),sonny & cher (aka ceasar & cleo),0
689000,down in the dive,brinsley schwarz,1974
44813,don't say you love me,keel,0
424274,upon wings of black,skeletonwitch,2007
783580,benediction,necrophiliac,0
440073,good old desk,harry nilsson,1989
41230,all the time,funkstar de luxe,2002
111242,possessed haemorrhage,sadistik exekution,1991
800525,toujours à mon cou,jil caplan,2004
654433,ninety one campion,the solid doctor,1995
130273,f.b.i.,eddie jones,0
317337,sanctus,eden's bridge,0
689008,pledging my love,don & juan,1995
837540,fammi toccare,gianni drudi,0
816247,canción en harapos,silvio rodríguez,0
347209,supernoses,oliver onions,0
556486,and the world returned,at the gates,1994
134720,xii,main,1996
405731,going all out,duende,0
636898,city boy,audiac,0
689459,swing one,hot club of detroit,0
905909,i won't dance,jane monheit featuring michael buble,2004
747718,methamphetamine,eyehategod,1996
377760,bar a thym (tom middleton cosmos mix) 'mixed by nick harris',kerri chandler,0
11710,vudu (voodoo),mad heads,0
366866,pesnja koljos,megapolis,1994
725407,in the name of peace,sandhy sondoro,0
460080,wild thing,narada michael walden,0
952148,turn gold,birds of avalon,2008
415626,khusidl & bulgaryas,konsonans retro,0
811654,love in july (cfcf remix),sally shapiro,2009
360982,cosmic girl,jamiroquai,1996
828278,café mirage,michal urbaniak quartet,0
240152,all pass,songs:ohia,1998
367937,the late bronze age,col. bruce hampton and the late bronze age,2002
651989,penso sorrido e canto,ricchi e poveri,0
409658,ruptura,hocico,2003
914544,ni ling wo xing gan,sandy lam,0
346099,cataclysm,bluebear project,0
230744,rosie,dave evans,0
899976,johnny cash vs. the space coyote,nevea tears,0
386210,can't stop a man in love,wilson pickett,0
391020,i was on my way to hell,guillaume & the coutu dumonts,2008
104047,shake it and break it (but don't let it fall_ mama),charley patton,0
899857,thank you,chris brown,0
659807,mothered others,roadside monument,1997
282594,ultraviolence,dj n3ck & deception presents melodyne,0
783361,introduction,radio moscow,2007
766434,desert song / shir midbar,rami kleinstein,0
283723,curfew,josey wales (feat. dennis brown & frankie paul),0
192703,lucky me_ lucky you,sparks,1983
201220,invasion,robert armani,1990
788271,the tennessee waltz,les paul & mary ford,2004
833300,desconfio (+ juanse) (en directo 2005),andres calamaro,2005
80434,feijão de corda,kiko loureiro,2006
661872,funeral,the aimless never miss,0
201217,liege mg,scraps of tape,2007
423123,questa notte,al bano & romina power,0
32493,queen of the silver dollar,dr. hook & the medicine show,0
931798,wicked little doll ( lp version ),david byrne,1997
290386,hypocrite song (second hand clothing album version),eli,0
704886,t dots original dj,bigga boss,0
400329,moten swing,barney kessel,1996
753821,let's whisper,across five aprils,2006
308633,reign,judas iscariot,1992
775410,can't believe i love her,peven everett,0
564475,poster boy,tuscadero,1995
319134,ostrich,jad fair & daniel johnston,1989
838093,aquaboogie,george clinton,2006
866904,interview (live),kevin ayers,0
429578,harmless wishes (live),evergrey,0
613560,melody,sakura,0
252650,a dureza concreta,herbert vianna,1992
674383,e. texas ave.,the promise ring,1997
560471,desdemona,ossian,0
311544,typical time,the view,2007
96511,over and out,respira,0
313208,arctic bloodred moonlight sadness,the forced oscillations,2009
333616,government crimes,inmates,0
705943,rejoice and be glad (lp version),karen clark sheard,2006
927061,il mistero di giulia,litfiba,1993
869013,just,mark ronson feat. phantom planet,2007
533826,i'm so glad,the golden gate quartet,0
505811,i leave the world today - special d. remix,baracuda,2003
377721,african queen (mkd remix),2face idibia,0
476021,dub is my woman,larry marshall,0
783322,brave reality,evergreen terrace,2004
213952,tell me why (astralasia mix),berlin,0
178575,swing city,luna city express,2009
498196,freak the freak the funk,the fatback band,0
350166,'round midnight,bud powell,1994
783239,big bird,steve cropper / pop staples / albert king,0
842910,for you (with a medley too),singing melody,0
434875,luz negra,nelson cavaquinho,0
614379,latin groove,charlie byrd / barney kessel / herb ellis,0
917586,generate the wave,living in a box,1987
231110,dignity and grace,cheater slicks,0
678060,crown of the black hearts,vital remains,1995
240130,ambition (live),alabama thunderpussy,2003
796568,scent of attraction,patra (duet with aaron hall),0
442619,walkin in your winter underwear,metro,0
511849,remedy,pete murray,2005
83239,dancing queen,las seventies,0
239108,ballade pour adeline,the strings of paris,0
827998,i'm goin' away in the morn,uncle dave macon & fruit jar drinkers,0
457320,angel,kirsty maccoll,1993
628845,le temps de l'innocence (interview),françoise hardy,2010
231528,summertime (porgy & bess_ act 1_ scene 1) (1997 digital remaster),adam faith,0
417141,treat me kind,goldie hill,0
632593,um sonho de verão (moonlight serenade),nara leão,1987
244848,you're so sweet,jimmy rogers,1995
631295,rise (album version),lenny leblanc,0
98339,right away,pattern is movement,2007
560227,idttywlm,loudon wainwright iii,1983
837889,wicked games (letting go mix),hott 22,0
427729,floyd,floor,2004
27001,altitude,hybrid,0
658184,her song (matty's soulflower remix),mkl vs. soy sos,0
933078,forged,fish go deep,0
273091,twisted syster (rmx),twisted system,0
707703,withered,amorphis,1999
585963,she's not in love,kim stockwood,0
509291,nobody knows you when you're down and out,ronnie drew,0
269010,ferdinand,caravan,0
846068,into a nightmare,classic case,2007
881552,false salvation (album version),all out war,1998
312198,the reality,sean truby,0
395737,lex lugor,kool keith,0
957102,happy are the people,the london community gospel choir,0
441246,you & the night & the music,art pepper & the marty paich quartet,0
206481,adios,rocio durcal,0
21386,my heart's desire,kane,2004
649476,qu'y a-t'il entre nous,natasha st-pier,0
268172,overflow,autnoyz,0
958607,barbwire,indian jewelry,2003
85719,as de corazones,chambao,2004
217676,dirty waterfalls,stuck in the sound,2009
434383,from now on,sunny ozuna,0
610091,heavy transit  (full lengh version),sound 5,0
447579,se fossi un falegname (if i were the carpenter),dik dik,0
611559,i'm gonna stay,o.v. wright,1999
672740,browneyed handsome man,flash & the pain feat. jack manson,0
470425,lobotimized unicorn,trance control,0
156573,bate bate chocolate,dora the explorer,0
486319,suzy is a headbanger (demo),major accident,2000
586751,zombie graveyard party,be your own pet,2008
478557,better off dead,bad religion,1994
801644,pepita (iso68 remix),calexico,2004
656091,agua bendita,los tres,2006
282912,hot long time,jah cure,2008
86725,piccola faccia,cristina donà,1997
806560,rind,palace of oranges,0
818202,mafate,seuil,2007
617614,helpless,tracey ullman,1984
933439,urban guerillas,the subhumans,0
901649,caretaker (demo),a balladeer,0
390340,as soon as i hang up the phone (the telephone song),loretta lynn / conway twitty,0
322502,let there be drums,incredible bongo band,1973
232428,caso perdido,baron rojo,1985
87106,commander riker's party,think about life,2006
124491,berlin wall,jon finn group,0
487270,powerwalker,archers of loaf,1996
597253,drunk again,the jets,0
274812,marionetes,francisco mário - quarteto em cy,0
355911,tvivlan dub,kalle baah,2006
384121,captain jack,captain jack,1995
625961,i want to be happy (album version),bud powell trio,1982
267715,i'm gonna move on,warner mack,0
209668,too much violence,the clean,1994
40061,thru (simon grey dub rework),kings of tomorrow,0
469313,alone together,steve lacy,1996
784453,la hiedra venenosa (poison ivy),seguridad social,0
255327,turn me on,glen washington,0
89773,sonata vi,john cage,1986
937567,voyage (that jones),irio de paula,0
13310,love's holiday,norman brown,0
10644,does it ever get better,the amber light,2008
210532,touch me,headman,2001
338402,slur,lusine,2004
743303,leavin,mad caddies,2003
832352,the jungle,harry gregson-williams,2003
721664,vamo animal,calle 13,0
716605,easy peasy,the young knives,2006
805913,love is so nice (whiplash dub),urban soul,1998
409369,silence cleans my soul,painbastard,2003
216132,che gelida manina,andrea bocelli / orchestra del maggio musicale fiorentino / gianandrea noseda,0
850066,should i do it,the pointer sisters,1981
727443,platinum blonde life,no doubt,2001
778975,she keeps her mouth shut,machine go boom,0
588015,so wrong (album version),atreyu,2009
462351,alive alone,the chemical brothers,1995
424372,orient express,fisio feelkhenson,0
369263,the chosen,the awakening,0
835093,spy vs. spy,stephen pearcy,2004
299655,together in electric dreams,the voluntary butler scheme,0
817456,mister class and quality,gentle giant,1972
206828,pure evil,the wild swans,2008
635957,de corales,miguel angel cortés,0
362679,down,john doe,0
882961,for all we know,nana mouskouri,2005
286284,la strada (suite),the city of prague philharmonic,0
36965,when i think of you,janet jackson,1986
89788,go,blink-182,2003
488493,so nice to see you_ baby,nellie lutcher,0
529615,younger than springtime,william tabbert,0
11184,simon says,the minors,0
4021,all for nothing,since the flood,2007
110703,you'll be sorry when i'm gone,sons of the pioneers,0
486762,rambling rover,dublin city ramblers,0
694710,tame,altered states,0
174741,let go,kierra sheard,2006
678812,rock house (lp version),buddy knox,0
680148,runaway,riot,1990
355428,downs are feminine balloons,mercury rev,1993
