product_name,num_of_words,total_str_len,avg_word_len,fraction_capitalized,num_of_non-Eng_words,num_of_digits,word(s)_with_uppercase_letters,starts_with_brand,paranthesis,)_in_last_word,\w-\w_end,\w-\w_second,\d_end,contains_year,contains_inch_info,contains_core_info,starts_with_i,concatenated_words,keywords_downstream,is_was_downstream,(_downstream,$_downstream,the_upstream,",_or_._after_string",\w-\w_downstream,label
Dell Chromebook 11 (Intel Core,5,26,5.2,1.0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Dell Inspiron Zino HD,4,18,4.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Digital Storm Velox (Core,4,22,5.5,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Intel Core i7-2720QM,3,18,6.0,1.0,1,5,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Dell Latitude,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Gateway DX4840-02e, replaces Dell Inspiron",5,38,7.6,0.75,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Microsoft Office 2013 RT,4,21,5.25,1.0,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Toshiba A665D-S6085,2,18,9.0,1.0,1,7,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Nokia N810,2,9,4.5,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Digital Storm,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Inspiron 13 7000,4,18,4.5,1.0,2,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Lenovo X230. As a,4,14,3.5,0.6666666666666666,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo Erazer,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung Ativ,2,11,5.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AMD Athlon II X4 630,5,16,3.2,1.0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PC space. Not,3,11,3.6666666666666665,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD Phenom II,3,11,3.6666666666666665,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP also,2,6,3.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP Stream 13 has,4,13,3.25,0.6666666666666666,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Storm,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sony VAIO,2,8,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC Card slot,3,10,3.3333333333333335,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Intel HD Graphics,3,15,5.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC available. DesignWith this Mach,5,30,6.0,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
MSI AG270,2,8,4.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Intel Core,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acer V 15 Nitro,4,12,3.0,1.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Lenovo X201,2,10,5.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Archos Android-based OS is,4,23,5.75,0.6666666666666666,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lenovo IdeaPad 100S-11,3,20,6.666666666666667,1.0,1,5,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
Falcon Northwest,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intel HD Graphics 3000 system,5,25,5.0,0.75,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Windows Media,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Power Manager and Dell protected,6,32,5.333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenovo IdeaCentre Q110 and,4,23,5.75,0.6666666666666666,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Acer Converter Port. It physically looks,6,35,5.833333333333333,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenovo ThinkPad 10,3,16,5.333333333333333,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
Nvidia GeForce GTX,3,16,5.333333333333333,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Microsoft Surface Pro (4:58) by,5,27,5.4,0.75,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Acer AS8940,2,10,5.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Zagg Slim Book's side,4,18,4.5,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Asus Zenbook,2,11,5.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Asus ZenPad S,3,11,3.6666666666666665,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Dell Inspiron,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Acer Iconia W510-1422 is,4,21,5.25,0.6666666666666666,1,7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Intel HD Graphics 3000,4,19,4.75,1.0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
hp pavilion dv9000t,3,17,5.666666666666667,0.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Acer Aspire,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toshiba Satellite,2,16,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
HP 5101,2,6,3.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Microsoft Surface,2,16,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Microsoft Works and,3,17,5.666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP a4327c-b,2,10,5.0,1.0,1,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenovo ThinkPad X200,3,18,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
Fujitsu LifeBook,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
AMD processor,2,12,6.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Windows Media Encoder,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Software,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zagg Slim,2,8,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell OptiPlex,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Windows Store in the,4,17,4.25,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Google Play,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Apple MacBook Air,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
Toshiba L745-S4210,2,17,8.5,1.0,1,7,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Giada i53 Mini,3,12,4.0,1.0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Asus MeMO Pad HD,4,13,3.25,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
HP Digital Entertainment Center,4,28,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Apple MacBook Pro,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Dell Venue,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panasonic Toughpad,2,17,8.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Toshiba have built-in HD,4,21,5.25,0.6666666666666666,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fusion Drive,2,11,5.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sony VAIO,2,8,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Apple iMac (Nvidia GeForce,4,23,5.75,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
MSI Trident HP Elite Slice,5,22,4.4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSI GS60 Ghost,3,12,4.0,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Inspiron Mini,3,16,5.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nvidia GeForce,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Samsung Galaxy Tab,3,16,5.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sony Z1390X. Its 3DMark,4,20,5.0,1.0,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Toshiba R500,2,11,5.5,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HP MediaSmart Software Suite for working,6,35,5.833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Toshiba Excite 10,3,15,5.0,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Velocity Micro,2,13,6.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nvidia Quadro,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOL (and,2,7,3.5,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Vostro,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Toshiba App,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP Pavilion dv6t,3,14,4.666666666666667,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Vizio 24-inch,2,12,6.0,1.0,1,2,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
MSI Trident HP Elite,4,17,4.25,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acer VN7-591G-75S2. Paired,3,24,8.0,1.0,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Asus VivoBook,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
HP Pavilion dv7,3,13,4.333333333333333,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Windows Media Encoder test in,5,25,5.0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Windows Vista Business operating,4,29,7.25,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Storm Velox (Core i7-7700K),5,31,6.2,1.0,2,5,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
CTL Educational Chromebook,3,24,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Dell Inspiron Mini,3,16,5.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo Yoga Tab,3,13,4.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toshiba Satellite,2,16,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Sony VAIO,2,8,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TOSHIBA > Utilities,3,17,5.666666666666667,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Acer Predator,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Toshiba Satellite,2,16,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Dell Vostro,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gateway models,2,13,6.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Origin EVO15-S,2,13,6.5,1.0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Velocity Micro Edge,3,17,5.666666666666667,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lenovo IdeaCentre,2,16,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
HP EliteBook,2,11,5.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
Dell Latitude 14 Rugged,4,20,5.0,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AMD Radeon HD 6770M is,5,18,3.6,0.75,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Dell Dimension,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Windows Media Player is a simple,6,27,4.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ellipsis 8 HD Xplore XSlate R12,6,26,4.333333333333333,1.0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Venue 11 Pro 7000,5,18,3.6,1.0,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Cyberpower Zeus,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Dell Inspiron 3646 (10:22). The system,6,33,5.5,0.75,2,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Windows Vista Ultimate,3,20,6.666666666666667,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nvidia GeForce,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Go Classmate PC,3,14,4.666666666666667,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Apple MacBook Air,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
HP ProBook,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Velocity Micro,2,13,6.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HP Compaq,2,8,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falcon Northwest,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Acer Aspire,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Verizon Wireless,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dell Venue 11 Pro 7000,5,18,3.6,1.0,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Intel Core,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cerise Quad-Core,2,15,7.5,1.0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"Apple Air have 1,280-by-800 resolutions. Although",6,44,7.333333333333333,0.75,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Trust Circles (for seamless encryption),6,37,6.166666666666667,0.75,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo ThinkPad Yoga,3,18,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Acer C7,2,6,3.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Apple MacBook Pro,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
Fusion Drive,2,11,5.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Acer T100TA,2,10,5.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
voodoo omen,2,10,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Asus Transformer Book T100TA,4,25,6.25,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Digital Storm,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sony VAIO,2,8,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Polywell Poly,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Digital Storm ODE Level,4,20,5.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo X301,2,10,5.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Apple Macbook,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Asus Chromebox M400U,3,18,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Lenovo gets,2,10,5.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asus also,2,8,4.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsung Series,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Chromebox,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maingear Pulse,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Dell Dimension,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Microsoft Security Essentials (antivirus and,5,40,8.0,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fujitsu LifeBook,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
HP Envy 34,3,8,2.6666666666666665,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Falcon NW Talon (Core i7-860) is,6,27,4.5,0.75,2,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Sony also,2,8,4.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zagg Slim Book,3,12,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nvidia GT,2,8,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Windows PC connected,3,18,6.0,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyberpower Xplorer,2,17,8.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Intel Core 2 Duo T7200 and,6,21,3.5,0.75,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HP ProBook,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Intel NUC (Next Unit of,5,19,3.8,0.75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intel Atom Z3735F,3,15,5.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sony Tap,2,7,3.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo Yoga,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo ultrabooks,2,16,8.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asus also,2,8,4.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple Macbook 13-inch (Core 2 Duo,6,28,4.666666666666667,1.0,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Dell Venue,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asus ZenBook,2,11,5.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
Asus VivoBook,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"HP Marketplace), HP Magic Canvas (the",6,32,5.333333333333333,1.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AMD processor and Radeon HD,5,23,4.6,0.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asus also,2,8,4.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Xplore Wildcat M2,3,15,5.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo or the Mont,4,15,3.75,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intel Extreme Core i7-4960X processor,5,33,6.6,0.75,1,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Intel Core i7-740QM,3,17,5.666666666666667,1.0,1,4,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Amazon Prime, Disney Movies Anywhere, Hulu",6,37,6.166666666666667,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
V3 Gaming PC,3,10,3.3333333333333335,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Windows Pro tablet that,4,20,5.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Latitude E7450 (10:12),4,24,6.0,1.0,2,8,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Samsung Series,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Microsoft System Center Configuration Manager. A 500GB,7,48,6.857142857142857,1.0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Office Starter,3,22,7.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toshiba X505,2,11,5.5,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTL bundles Intel Education Administrator, a",6,39,6.5,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
