_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
60145974,348400,652916,you got me wrapped around your little finger,2009.0,beth rowley+ben castle,you've got me wrapped around your little finger,0,beth rowley
60148039,628889,694840,elle a les yeux revolver,2012.0,marc lavoine+fabrice aboulker+lio+jean-luc lahaye+sabrina salerno+d�but de soir�e+cookie dingler+emile et images+leopold nord et vous+jean-pierre mader+peter et sloane+jean schultheis,elle a les yeux revolver,1995,marc lavoine
60151496,479606,80642,miss muerte,2004.0,the flesh eaters,farewell_ miss liberty,0,the skabs
60151749,717432,439716,girl  youll be a woman soon,2016.0,neil diamond,girl_ you'll be a woman soon,0,neil diamond
60161413,701928,61077,blue train,2009.0,john coltrane,deep blue water,0,john otway
60161463,727838,61077,blue spark,2005.0,john doe+exene cervenka+x.,deep blue water,0,john otway
60173108,702905,721677,breathe,2008.0,the cinematic orchestra,this air i breathe,1973,the o'jays
60175183,49184,632702,other side of the world,2006.0,kt tunstall,other side of the world,2004,kt tunstall
60181730,397266,738507,fear of the future,2000.0,the residents,the break of autumn,1993,at the gates
60181854,301066,738507,talk of the town,1964.0,the pretenders,the break of autumn,1993,at the gates
60182361,693748,738507,youve got the best of me,1941.0,richard rodgers+buddy ebsen   at the ranch,the break of autumn,1993,at the gates
60182644,5437,738507,come out of the shade,2008.0,the perishers,the break of autumn,1993,at the gates
60182646,530011,738507,house of the rising sun,2016.0,the animals,the break of autumn,1993,at the gates
60182709,671893,738507,the rose of tralee,1948.0,c. mordaunt spencer+jimmy obrien   at the party,the break of autumn,1993,at the gates
60182733,152200,738507,come out of the shade,2006.0,the perishers,the break of autumn,1993,at the gates
60182740,284534,738507,house of the rising sun,1999.0,the crowd,the break of autumn,1993,at the gates
60182771,157422,738507,news of the world,2005.0,the jam,the break of autumn,1993,at the gates
60182841,562813,738507,the power of fatherhood,2009.0,the giraffes,the break of autumn,1993,at the gates
60182881,699471,738507,slaughter of the soul,2007.0,at the gates,the break of autumn,1993,at the gates
60182883,699593,738507,the legend of black thunder,2003.0,the hookers,the break of autumn,1993,at the gates
60182912,309705,738507,part of the union,2013.0,the strawbs,the break of autumn,1993,at the gates
60183066,721382,738507,house of the rising sun,2015.0,the animals,the break of autumn,1993,at the gates
60183279,628239,738507,ballad of the whale,1986.0,the yellowjackets,the break of autumn,1993,at the gates
60186985,512979,35151,ni trop t�t ni trop tard,2011.0,serge rezvani+ward swingle+jeanne moreau,trop tard,1994,jeanne moreau
60187217,658441,792083,hullu y�,1991.0,ile kallio+kaija k�rkinen,hullu y�,1991,kaija k�rkinen
60188859,319741,634031,light and tuneful,1937.0,keith mansfield,light and tuneful,0,keith mansfield
60188968,557768,634031,light cycles,2012.0,keith mansfield,light and tuneful,0,keith mansfield
60195597,536829,757702,el pe�n del rey de negras,2006.0,jos� mar�a cano+mecano,el fin del mundo,0,mecano
60195855,677501,192525,it had better be tonight (meglio stasera),1968.0,henry mancini,it had better be tonight,1982,henry mancini & his orchestra
60201419,220169,508778,lets do it (do it today),1971.0,sammy turner+the chambers brothers,let's do it  (do it together),0,the chambers brothers
60201561,614081,508778,do it for me,2000.0,the rondelles,let's do it  (do it together),0,the chambers brothers
60211431,394359,591048,tyrone,2007.0,erica wright+norman hart+bertie blackman,tyrone,2004,bertie blackman
60218259,332582,48352,is this love?,2011.0,the fireman,there is more to this world,1996,the flower kings
60218276,466203,48352,if this is love,2011.0,the saturdays,there is more to this world,1996,the flower kings
60227184,394727,408319,angel of the city,1986.0,robert tepper,angel of the city,1986,robert tepper
60227500,693477,408319,be careful of the tidal wave,1949.0,robert bilder,angel of the city,1986,robert tepper
60227789,460956,408319,eye of the stranger,1997.0,robert garrett,angel of the city,1986,robert tepper
60228601,622386,408319,prelude: song of the gulls,2001.0,robert fripp+king crimson,angel of the city,1986,robert tepper
60228678,116902,408319,son of the blue sky,2002.0,robert gawlinski+tomasz makowiecki,angel of the city,1986,robert tepper
60229843,700318,569757,beauty queen / horses,1998.0,tori amos,beauty queen,1996,tori amos
60233951,444603,938945,hero,2013.0,joe keefe+family of the year,nobody likes a hero,2009,the ghost of a thousand
60234696,347285,564204,mr. tambourine man,2002.0,bob dylan+roger mcguinn,mr. tambourine man,1993,roger mcguinn
60237008,665392,5470,send me an angel,2010.0,david h. sterry+richard zatorski+real life,send me an angel (2009 version),0,real life
60237024,560616,5470,send me an angel,2015.0,real life+david sterry+richard zatorski+kind permission of warner/chappell music australia pty ltd.,send me an angel (2009 version),0,real life
60237025,691738,5470,send me an angel,1989.0,david h. sterry+richard zatorski+real life,send me an angel (2009 version),0,real life
60246798,722465,184517,there must be love,1974.0,the osmonds+andy williams,could this be love,0,jay williams
60248304,687653,100977,everything is never quite enough,1999.0,wasis diop+xavier derouin+beth hirsch,everything (...is never quite enough),1999,wasis diop
60248682,707700,74025,llegaste a mi,1972.0,jos� jos�+alfonso ontiveros+enrique salas,llegaste a mi,0,jos� jos�
60253344,658939,43379,put me in your pocket,2012.0,lee odaniel+merle haggard,put your cat clothes on,0,lee rocker
60253366,437465,43379,put on a happy face,1997.0,lee adams+charles strouse,put your cat clothes on,0,lee rocker
60253411,491462,43379,put your red dress on,1991.0,jerry lee lewis,put your cat clothes on,0,lee rocker
60258641,206000,508731,the wild rover,1987.0,the dubliners,the river,1993,the verve pipe
60259049,657041,508731,the end,1987.0,the doors,the river,1993,the verve pipe
60259187,601465,508731,the trick,2005.0,the prodigy,the river,1993,the verve pipe
60259421,25269,508731,the damned,1993.0,the plasmatics,the river,1993,the verve pipe
60259464,420909,508731,the bikini machine,1965.0,the supremes,the river,1993,the verve pipe
60259828,700968,508731,the shimmy,2010.0,the upsetters,the river,1993,the verve pipe
60260285,722495,508731,the big loop,1993.0,the horseflies,the river,1993,the verve pipe
60260710,344334,508731,the irony,2011.0,the malpractice,the river,1993,the verve pipe
60260814,614940,508731,the icicle melts,2002.0,the cranberries,the river,1993,the verve pipe
60271845,463713,486844,light of love,2014.0,david metcalf+meredith arthur+adam siegel+music go music,light of love,2008,music go music
60274414,246076,478697,bad luck shadow,2010.0,johnny otis,bad condition,1989,otis spann
60278992,611570,93312,baby  i love your way,1988.0,peter frampton,i hear your voice,2002,peter case
60280889,463487,541825,taylor,2012.0,jack johnson,taylor,2003,jack johnson
60281752,679500,802279,stupid cupid,2001.0,neil sedaka+howard greenfield+mandy moore,stupid cupid,0,neil sedaka
60283570,571921,882292,janine 2,2006.0,camille dalmais+camille dalmais as camille,janine 2,2005,camille
60286990,170938,443656,dominoes,1967.0,syd barrett,dominoes,1970,syd barrett
60291811,650427,706517,symphony no 9 in d minor - ,2014.0,ludwig van beethoven+the minnesota orchestra+minnesota chorale+arrangement with source/q,symphony no. 9 in d minor: first movement: langsamer,0,minnesota orchestra
60296658,657015,154065,riders on the storm,1985.0,the doors,john lennon on the rolling stones,0,the beatles
60296773,228550,154065,gold on the ceiling,2011.0,the black keys,john lennon on the rolling stones,0,the beatles
60297197,266766,154065,flowers on the wall,2001.0,the statler brothers,john lennon on the rolling stones,0,the beatles
60297223,670134,154065,love on the dole,2011.0,the libertines,john lennon on the rolling stones,0,the beatles
60297255,691024,154065,the wheels on the bus,2009.0,the white stripes,john lennon on the rolling stones,0,the beatles
60297274,567196,154065,keep on the sunnyside,2007.0,the carter family,john lennon on the rolling stones,0,the beatles
60297442,237094,154065,boogie on the beach,2010.0,the red elvises,john lennon on the rolling stones,0,the beatles
60300119,610350,898630,riptide,1988.0,walter donaldson+robert palmer,riptide,1985,robert palmer
60303275,251166,863075,cheryl tweedy,2004.0,lily allen,cheryl tweedy,2006,lily allen
60306094,220255,525756, (youre puttin) a rush on me,1971.0,timothy allen+paul laurence+stephanie mills,(you're puttin') a rush on me,0,stephanie mills
60311248,601893,728869,donde estar� mi vida,1959.0,antonio segovia+joselito,d�nde estar� mi vida,0,joselito
60311389,469979,246351,robbins nest,2000.0,illinois jacquet+sir charles thompson,robbin's nest,0,illinois jacquet
60312526,609177,956063,let me come back,2001.0,girls against boys,don't come back,1983,marine girls
60314594,587965,58170,hey there delilah,2008.0,plain white ts,hey there delilah,2005,plain white t's
60316210,700150,650555,space invaders,2015.0,the piranhas,space for lovers,2002,the timewriter
60317854,308305,584957,sonido total,2006.0,the pinker tones,sonido total (concorde music club remix - paris),0,the pinker tones
60331259,448418,238129,love you whatsoever,2002.0,danny chan,p.s. i love you,0,danny diablo
60334260,350971,469671,moonlight becomes you,1983.0,jimmy van heusen,moonlight,2003,jimmy giuffre
60337109,627264,314458,square dance,2011.0,james wallace,devil dance blues,0,sippie wallace
60350134,659408,679005,a pause for the cause for doubt,2005.0,the flaming lips,something for the longing,1989,the orchids
60350270,705885,679005,cure for the blues,2013.0,the haunted continents,something for the longing,1989,the orchids
60350384,616183,679005,thanks for the buggy ride,1950.0,the kings men,something for the longing,1989,the orchids
60353874,336776,50048,deep blue,2007.0,dave eggar+left of blue,deep blue,2005,dave eggar
60357941,681788,518171,you aint no better than me,1967.0,webb pierce,better than wine,2004,derek webb
60358866,303281,370456,cry,1964.0,system f,big boys don't cry,1987,blue system
60361382,297712,578366,the night chicago died,1990.0,peter callander+mitch murray+paper lace,the night chicago died (re-recorded / remastered),0,paper lace
60362299,691003,184384,the ballad of cracker jack,2014.0,martin keenaghan,ballad of billy the kid (album version),1993,michael martin murphey
60363397,619695,436284,original love,1982.0,the feelies,pungee - original,0,the meters
60363521,447258,209676,you dont know a thing about me,1995.0,the gone jackals,let me know,2010,the audition
60363974,703676,209676,let me lie to you,2002.0,the afghan whigs,let me know,2010,the audition
60364031,720291,209676,let me take you...,2013.0,the shake,let me know,2010,the audition
60364355,449319,209676,love me,2010.0,the cramps,let me know,2010,the audition
60388650,500413,647386,pow (forward),2006.0,lethal bizzle,pow (forward) (original) (explicit),0,lethal bizzle
60395415,90235,204482,the blacksmith,2006.0,shirley collins,through the storm,0,shirley brown
60399136,719633,228178,where is my mind,2014.0,michael baiardi,always on my mind (album version),2007,michael bubl�
60399245,483409,228178,cry on my shoulder,1990.0,michael ruff+bonnie raitt,always on my mind (album version),2007,michael bubl�
60399531,667627,813971,ymca,2012.0,henri belolo+jacques morali+victor willis+the village people,ymca,1991,village people
60399532,546446,813971,ymca,2004.0,henri belolo+jacques morali+victor willis+the village people,ymca,1991,village people
60414853,307244,782482,somos el cielo,2002.0,los visitantes,la paz_ el cielo y las estrellas,0,los payos
60414888,621378,782482,la pistola y el coraz�n,2008.0,los lobos,la paz_ el cielo y las estrellas,0,los payos
60415719,695191,237988,how many miles,1999.0,the bellows,how many times,0,the wailers
60415858,192901,237988,how high,2013.0,the salsoul orchestra,how many times,0,the wailers
60416036,649836,237988,strange times,2008.0,the black keys,how many times,0,the wailers
60417492,314496,210341,the same thing (makes you laugh  makes you cry),1978.0,by sly stone+sly+the family stone,the same thing (makes you laugh makes you cry),0,sly & the family stone
60441209,705921,859616,from the back,2006.0,al kapone+d. hughes,from the back,0,al kapone
60453713,667202,889703,save me,2007.0,aimee mann,guys like me,2002,aimee mann
60457424,316571,54456,girl anachronism,2005.0,the dresden dolls,girl (album version),1981,the time
60457499,175458,54456,wasnt born to follow (album version),2013.0,the byrds,girl (album version),1981,the time
60457984,495741,89283,crying in the chapel,1995.0,artie glenn+the orioles,chapel in the moonlight,0,orioles
60465598,157557,303337,modern family theme,2009.0,gabriel mann,katies theme,2007,gabriel yared
60468593,33762,304778,hymn to my father,2011.0,collective soul,hymn for my father,2009,collective soul
60468888,705240,304778,tremble for my beloved,2008.0,ed roland+collective soul+arrangement with warner music group film+tv licensing,hymn for my father,2009,collective soul
60472023,608112,516830,my dark life,1996.0,brian eno+elvis costello,my brother,1993,brian bromberg
60474046,18826,430210,after the fall,1975.0,ray davies,after the fall,0,ray davies
60486125,696846,882849,sock it to me  baby!,1972.0,bob crewe+l. russell brown+mitch ryder+the detroit wheels,take me to the river,1999,mitch ryder
60489425,674832,868342,disco,2002.0,the music,daddy don't disco,0,the dirty skirts
60489466,229062,868342,disco love,2012.0,the saturdays,daddy don't disco,0,the dirty skirts
60489976,158245,471671,hated sunday,2003.0,black box recorder,hated sunday,1998,black box recorder
60493670,721166,766619,an honest mistake,2006.0,the bravery,an honest mistake,2005,the bravery
60493814,712900,766619,an angel,1996.0,the kelly family,an honest mistake,2005,the bravery
60494051,141349,560149,obsessed,1999.0,mariah carey,obsessed,2009,mariah carey
60502916,612700,21807,in memory,2005.0,shinedown,in memory (album version),0,shinedown
60504244,595360,749160,cuts like a knife,2009.0,bryan adams+jim vallance,cuts like a knife,1983,bryan adams
60515793,248887,161963,in the water i am beautiful,2006.0,tim elsenburg,deep in the woods,0,tim o'brien
60520940,401263,874387,everything is good for you,1996.0,,always for you (lp version),0,winans phase 2
60521276,681767,874387,thank you for listening,1986.0,,always for you (lp version),0,winans phase 2
60526424,710424,874040,homicide,1981.0,nick cash+guy days+999,homicide,1978,999
60527642,114303,101040,one spring away,2005.0,the band from,one way,0,the nashville bluegrass band
60528443,564835,4547,i never cared before,2000.0,hamish cowan+cordrazine,i never cared before,1998,cordrazine
60534037,325476,614386,voc�s sabem l�,2003.0,ricardo oliveira,voc,0,jairzinho oliveira
60535153,567196,51197,keep on the sunnyside,2007.0,the carter family,i keep on spending my change,1994,bo carter
60538860,671521,556486,we shot the world,2006.0,the ponys,and the world returned,1994,at the gates
60538896,157422,556486,news of the world,2005.0,the jam,and the world returned,1994,at the gates
60539510,657008,556486,texas radio and the big beat,1985.0,the doors,and the world returned,1994,at the gates
60540010,236897,556486,you and me to the rescue,2004.0,the backyardigans,and the world returned,1994,at the gates
60540643,67708,914982,new york mining disaster 1941,2001.0,chumbawamba+the bee gees,new york mining disaster 1941 [live - las vegas 1997] (album version),1998,bee gees
60545646,149628,372754,you gonna make me love somebody else,2015.0,the jones girls,i wanna make love to you,0,the trojans
60545655,285377,372754,did you ever have to make up your mind,1988.0,the lovin spoonful,i wanna make love to you,0,the trojans
60545661,24570,372754,i just wanna make love to you,1989.0,the rhythm syndicate,i wanna make love to you,0,the trojans
60545722,714202,372754,make you mine,1991.0,the checks,i wanna make love to you,0,the trojans
60545799,638053,372754,break up to make up,2015.0,the stylistics,i wanna make love to you,0,the trojans
60546121,685985,372754,i wanna be adored,1991.0,the stone roses,i wanna make love to you,0,the trojans
60546173,588009,372754,i wanna destroy you,2010.0,the soft boys,i wanna make love to you,0,the trojans
60546214,360042,372754,all i wanna do,2013.0,the school,i wanna make love to you,0,the trojans
60546553,258360,372754,i want to hear what you have got to say,2003.0,the subways,i wanna make love to you,0,the trojans
60546896,536574,372754,you,1973.0,the aquatones,i wanna make love to you,0,the trojans
60546981,552358,372754,i thought about you,2009.0,the beautiful girls,i wanna make love to you,0,the trojans
60547296,595929,372754,i love myself for hating you,2009.0,the animal five,i wanna make love to you,0,the trojans
60547489,631248,372754,i cant stand you,2015.0,the pins,i wanna make love to you,0,the trojans
60547552,125214,372754,i think of you,1959.0,the merseybeats,i wanna make love to you,0,the trojans
60547867,536562,372754,i love you so,1973.0,the chantels,i wanna make love to you,0,the trojans
60547966,60398,372754,i got to sleep,2014.0,the pretenders,i wanna make love to you,0,the trojans
60548283,92254,372754,hate to say i told you so,2002.0,the hives+nicholaus arson,i wanna make love to you,0,the trojans
60548497,193196,372754,love you better,2009.0,the maccabees,i wanna make love to you,0,the trojans
60548542,201595,372754,love you too much,1975.0,the notting hillbillies,i wanna make love to you,0,the trojans
60549429,602279,323149,the reflex,2008.0,duran duran,the reflex (7'' version),0,duran duran
60551030,417633,152060,love of night,2014.0,laura marling,love,0,laura fygi
60552041,175840,152060,forever love,2013.0,laura sheeran,love,0,laura fygi
60553207,25678,360217,and if venice is sinking,2009.0,john mann+geoffrey kelly+linda mae humphries+vince richard ditrich+spirit of the west,and if venice is sinking,1993,spirit of the west
60553815,730115,699112,softly the water flows,2005.0,gary wilson,softly the water flows,2003,gary wilson
60555414,729068,808331,the fish,2007.0,chris squire+yes,the english earth,0,chris t-t
60555415,729129,808331,the fish,1991.0,chris squire,the english earth,0,chris t-t
60555416,729171,808331,the fish,2003.0,chris squire+yes,the english earth,0,chris t-t
60559770,534145,36465,corner stone (jah is mighty alternate),2012.0,bob marley+the wailers,corner stone,1996,bob marley
60560742,611160,760146,cold steel,2009.0,the insiders,night of steel,1988,the sugarcubes
60560769,699631,760146,night prowler,2004.0,the living legends,night of steel,1988,the sugarcubes
60560772,575770,760146,night bass,1996.0,the beat dominator,night of steel,1988,the sugarcubes
60561142,718635,760146,man of the night,2013.0,the hunting party,night of steel,1988,the sugarcubes
60565731,210947,803779,hung on you,1964.0,phil spector+gerry goffin+carole king+the righteous brothers,hung on you,1966,righteous brothers
60581145,457833,70996,hood took me under,2004.0,comptons most wanted+michael bryant+mc eiht,tha hood still got me under,0,mc eiht
60584585,619270,269981,perpetuum mobile,2003.0,the penguin caf� orchestra,perpetuum mobile,1987,penguin caf� orchestra
60589974,622040,762333,my story,2012.0,mc lyte,collect my stripez,1996,mc eiht;young prod.
60601291,146396,391138,you keep me hangin on,2007.0,vanilla fudge,you keep me hangin' on (single version),2007,vanilla fudge
60602648,708419,817876,threes company theme song,1998.0,joe raposo+don nicholl,princess mononoke - theme song,0,joe hisaishi
60607811,185452,93578,preta pretinha,2006.0,moraes moreira+galv�o,preta pretinha,0,moraes moreira
60607973,334850,596479,writing on the wall,1982.0,hazel oconnor,writing on the wall,1980,hazel o'connor
60613034,671447,837362,oh  what a night for love,1974.0,,what she came for,2009,franz ferdinand
60627358,701217,42082,let it be me,1936.0,allie wrubel+the bing crosby caricature,let it snow! let it snow! let it snow!,1988,bing crosby
60632161,650609,819769,nice hooves,2013.0,drunk horse,nice hooves,0,drunk horse
60632957,297487,769345,do you wanna dance,1990.0,bobby freeman+cliff richard+the shadows,do you wanna dance,1959,bobby freeman
60633035,465875,769345,do you wanna dance,1991.0,bobby freeman,do you wanna dance,1959,bobby freeman
60633039,729210,769345,what you wont do for love,1979.0,bobby caldwell,do you wanna dance,1959,bobby freeman
60633056,210274,769345,do you wanna dance,1964.0,bobby freeman+del shannon,do you wanna dance,1959,bobby freeman
60633067,610822,769345,do you wanna dance,1994.0,bobby freeman+for real,do you wanna dance,1959,bobby freeman
60633111,522477,769345,do you want to dance,1990.0,bobby freeman,do you wanna dance,1959,bobby freeman
60633748,713734,769345,i wont dance with you tonight,2011.0,bobby bay,do you wanna dance,1959,bobby freeman
60640734,709243,827408,smokehouse blues,2004.0,charlie luke,stone pony blues,0,charlie patton
60652365,601465,174921,the trick,2005.0,the prodigy,the temple,1998,the wiseguys
60652669,722490,174921,cutting the trees,1993.0,the horseflies,the temple,1998,the wiseguys
60652923,651420,174921,the taffy bag,2011.0,the high toppers,the temple,1998,the wiseguys
60652969,657041,174921,the end,1987.0,the doors,the temple,1998,the wiseguys
60653020,136048,174921,the weekenders,1993.0,the hold steady,the temple,1998,the wiseguys
60653394,25269,174921,the damned,1993.0,the plasmatics,the temple,1998,the wiseguys
60653427,550810,174921,the wind blows,2009.0,the all-american rejects,the temple,1998,the wiseguys
60653447,420909,174921,the bikini machine,1965.0,the supremes,the temple,1998,the wiseguys
60653589,691089,174921,the real me,2000.0,the who+pete townshend,the temple,1998,the wiseguys
60653825,700968,174921,the shimmy,2010.0,the upsetters,the temple,1998,the wiseguys
60653942,312960,174921,the zoo blues,1988.0,the manhattan transfer,the temple,1998,the wiseguys
60654259,720811,174921,the captain,2014.0,the phoenix foundation,the temple,1998,the wiseguys
60654320,722495,174921,the big loop,1993.0,the horseflies,the temple,1998,the wiseguys
60654385,724758,174921,the lonely matress,1999.0,the phantom surfers,the temple,1998,the wiseguys
60654394,725001,174921,the weatherman (pt.2),2014.0,alert the medic,the temple,1998,the wiseguys
60654420,725617,174921,the bug,2008.0,the cool raiders,the temple,1998,the wiseguys
60654551,335718,174921,the sandman,2012.0,the chemical brothers,the temple,1998,the wiseguys
60654574,729535,174921,the hockey song,2016.0,the glam skanks,the temple,1998,the wiseguys
60654611,206000,174921,the wild rover,1987.0,the dubliners,the temple,1998,the wiseguys
60654710,601375,174921,the apothecary,2010.0,enter the haggis,the temple,1998,the wiseguys
60654742,471737,174921,the rain,2009.0,the bloody hollies,the temple,1998,the wiseguys
60654786,344334,174921,the irony,2011.0,the malpractice,the temple,1998,the wiseguys
60654893,614940,174921,the icicle melts,2002.0,the cranberries,the temple,1998,the wiseguys
60654983,98053,174921,the sunshine underground,2015.0,the chemical brothers,the temple,1998,the wiseguys
60655071,106290,174921,the great pretender,1974.0,the prom band,the temple,1998,the wiseguys
60655136,244776,174921,the odds,2013.0,the cabin project,the temple,1998,the wiseguys
60655296,519855,174921,the cow song,2005.0,the mountain goats,the temple,1998,the wiseguys
60655312,258578,174921,the outer banks,2003.0,the album leaf,the temple,1998,the wiseguys
60655600,694035,174921,over the edge,2001.0,the wipers+greg sage,the temple,1998,the wiseguys
60655674,723723,174921,builds the bone,2005.0,the hidden cameras,the temple,1998,the wiseguys
60655683,725583,174921,under the influence,1999.0,the chemical brothers,the temple,1998,the wiseguys
60655789,520927,174921,feel the pressure,2005.0,the charlatans,the temple,1998,the wiseguys
60656878,464085,512951,dirty back road,1997.0,the b-5s,i'm back,0,the new birth
60658841,689688,892650,im an adult now,1998.0,moe berg+the pursuit of happiness,i'm an adult now,1988,pursuit of happiness
60671707,465830,558959,nobody knows the trouble ive seen,1941.0,uriel porter,trouble,2003,3-11 porter
60674741,371329,886571,treasure of love,1990.0,clyde mcphatter,treasure of love,1987,clyde mcphatter
60675397,416827,886571,honey love,2009.0,clyde mcphatter+the drifters  with clyde mcphatter,treasure of love,1987,clyde mcphatter
60676971,695720,351543,alls fair in love and war,1943.0,harry warren+chorus girls,in love,1988,marine girls
60679938,678484,694323,like a legend in my time,1987.0,frank stallone,just like a leaf in the wind,0,frank chacksfield
60686791,589091,272140,white rabbit,2001.0,grace slick+the hampton string quartet,white christmas,0,the hampton string quartet
60689429,348047,758784,tears dry on their own,2015.0,nick ashford+valerie simpson+amy winehouse,tears dry on their own,2006,amy winehouse
60694033,715644,269649,black mountain rag,1975.0,dave grusin,porcupine rag,0,dave swarbrick
60694117,702385,137925,the star of the county down,1990.0,,the jumping frog of calaveras county,0,walter brennan
60694175,663588,137925,the job of journeywork,1982.0,,the jumping frog of calaveras county,0,walter brennan
60694295,409007,137925,king of the radio,1994.0,,the jumping frog of calaveras county,0,walter brennan
60694320,691560,137925,the wearing of the green,1957.0,,the jumping frog of calaveras county,0,walter brennan
60694360,719002,137925,the wearing of the green,1941.0,,the jumping frog of calaveras county,0,walter brennan
60694375,725164,137925,song of the birds,1958.0,,the jumping frog of calaveras county,0,walter brennan
60694382,335517,137925,rising of the lark,1949.0,,the jumping frog of calaveras county,0,walter brennan
60694406,501478,137925,song of the exile,2004.0,,the jumping frog of calaveras county,0,walter brennan
60694635,691466,137925,the edge of heaven,2010.0,,the jumping frog of calaveras county,0,walter brennan
60694765,270909,137925,the power of love,1989.0,,the jumping frog of calaveras county,0,walter brennan
60694786,408966,137925,the flowers of edinburgh,2007.0,,the jumping frog of calaveras county,0,walter brennan
60694847,568367,137925,the sons of fate,2007.0,,the jumping frog of calaveras county,0,walter brennan
60694905,718697,137925,the maid of amsterdam,1962.0,,the jumping frog of calaveras county,0,walter brennan
60694932,593296,137925,the silence of the ducks,2016.0,john p. brennan,the jumping frog of calaveras county,0,walter brennan
60695048,652476,137925,the bells of tomorrow,2009.0,,the jumping frog of calaveras county,0,walter brennan
60695252,629850,209833,live on stage,2008.0,the alchemist+evidence+rakaa iriscience+dilated peoples,live on stage,2001,dilated peoples
60696840,729868,151031,across time,2011.0,jeff ball,cold duck time,0,jeff golub
60706817,360610,417642,i like autumn,2009.0,philip parker,ulster autumn,1995,philip jeck
60709027,397266,864702,fear of the future,2000.0,the residents,groom of the stool,2009,the scaramanga six
60709037,5437,864702,come out of the shade,2008.0,the perishers,groom of the stool,2009,the scaramanga six
60709038,530011,864702,house of the rising sun,2016.0,the animals,groom of the stool,2009,the scaramanga six
60709120,152200,864702,come out of the shade,2006.0,the perishers,groom of the stool,2009,the scaramanga six
60709130,284534,864702,house of the rising sun,1999.0,the crowd,groom of the stool,2009,the scaramanga six
60709166,157422,864702,news of the world,2005.0,the jam,groom of the stool,2009,the scaramanga six
60709253,301066,864702,talk of the town,1964.0,the pretenders,groom of the stool,2009,the scaramanga six
60709353,309705,864702,part of the union,2013.0,the strawbs,groom of the stool,2009,the scaramanga six
60709371,574356,864702,march of the swivelheads,2015.0,the beat,groom of the stool,2009,the scaramanga six
60709528,721382,864702,house of the rising sun,2015.0,the animals,groom of the stool,2009,the scaramanga six
60709785,231280,864702,what became of the likely lads,2015.0,the libertines,groom of the stool,2009,the scaramanga six
60709794,628239,864702,ballad of the whale,1986.0,the yellowjackets,groom of the stool,2009,the scaramanga six
60710697,688577,864702,in the grace of your love,2014.0,the rapture,groom of the stool,2009,the scaramanga six
60710708,562813,864702,the power of fatherhood,2009.0,the giraffes,groom of the stool,2009,the scaramanga six
60710722,699593,864702,the legend of black thunder,2003.0,the hookers,groom of the stool,2009,the scaramanga six
60711320,727179,88728,venus in furs,2010.0,lou reed+the velvet underground,venus in furs,1967,the velvet underground / nico
60712682,703381,732580,my first love,1938.0,agust�n lara,island (your love is my island),0,lara
60713154,689507,589126,come on (live),1999.0,the verve,hope come back (live),0,the fleshtones
60719781,639264,56761,pirate jenny,2009.0,marc blitzstein+bertolt brecht+kurt weill+nina simone,pirate jenny,1964,nina simone
60720527,60398,716561,i got to sleep,2014.0,the pretenders,sleep,2008,the notwist
60720577,660590,716561,sleep tonight,2010.0,the lunapins,sleep,2008,the notwist
60720667,653305,716561,sleepy eyes,2005.0,the mother hips,sleep,2008,the notwist
60720690,258867,716561,trouble sleeping,2003.0,the perishers,sleep,2008,the notwist
60731411,718635,617213,man of the night,2013.0,the hunting party,touch in the night,0,party pimpz
60733251,728629,617213,put the message in the box,2009.0,karl wallinger+world party,touch in the night,0,party pimpz
60742213,547134,329363,miltons boogie,1996.0,roy milton,milton's boogie,2002,roy milton
60745344,438457,594223,hurricane heart attack,2004.0,the warlocks,hurricane heart attack,0,the so so glos
60746461,730117,432910,in the night,2005.0,gary wilson,the nightmare,0,kevin wilson
60746782,421491,432910,the midnight hour,1989.0,wilson pickett+steve cropper,the nightmare,0,kevin wilson
60748206,171762,432910,the canada song,2012.0,kevin murphy,the nightmare,0,kevin wilson
60748941,466586,432910,the road home,1995.0,ann wilson,the nightmare,0,kevin wilson
60750051,264366,236225,blues for oscar,1991.0,john horler,brownsville blues,2005,sleepy john estes
60750079,668377,236225,blues and out,1965.0,john barry,brownsville blues,2005,sleepy john estes
60750115,417787,236225,sunflower river blues,1991.0,john fahey,brownsville blues,2005,sleepy john estes
60750321,335626,236225,sandras blues,2002.0,john simon,brownsville blues,2005,sleepy john estes
60750405,364645,236225,cross road blues,2010.0,john floridis,brownsville blues,2005,sleepy john estes
60751472,678851,852391,back to the life,2003.0,spoon+britt daniel,life in the minor leagues,0,daniel hutchens
60751475,162055,852391,find the purpose in your life,2010.0,daniel ingram,life in the minor leagues,0,daniel hutchens
60753518,699671,457159,i got a right,2009.0,the stooges,i can sing a rainbow,0,the teddybears
60753716,259935,457159,i can be your friend,2014.0,the o.c. supertones,i can sing a rainbow,0,the teddybears
60762132,716372,416790,working in a coal mine,1990.0,allen toussaint+lee dorsey,working in the coal mine (live),2008,lee dorsey
60763544,706097,416790,peace in the valley,1971.0,thomas a. dorsey,working in the coal mine (live),2008,lee dorsey
60767224,555255,471452,all talk,2010.0,the enablers,sweet talk,0,the q tips
60767302,25235,471452,sweet harmony,1993.0,the beloved,sweet talk,0,the q tips
